go_id	day_estimate	day_std_error	day_p_value	mian_estimate	mian_std_error	mian_p_value	adj_rsq	day_fdr_pvalue	mian_fdr_pvalue	num_genes	go_name	namespace	num_seq	frac_seq
GO:1901880	0.15479105837608018	0.0173594095170104	8.083283845624065e-08	-0.18118407924275517	0.026895374905286165	3.483447351844589e-06	0.8367846006117503	4.2640518037715116e-07	1.7016401721476445e-05	97	negative regulation of protein depolymerization	biological_process	89	0.9175257731958762
GO:0000793	0.0970377739271622	0.014152437753939524	2.7857710309552687e-06	-0.1274903334732282	0.021926731945746604	2.071921870152121e-05	0.7646769123650982	6.170223289681049e-06	5.8545747931556765e-05	91	condensed chromosome	cellular_component	88	0.967032967032967
GO:0006417	0.1265208006802768	0.01694107724407323	9.190138737446171e-07	-0.1686740170773454	0.02624724206962717	6.265588229206059e-06	0.7967769963330695	2.5209257490563882e-06	2.546219081423017e-05	99	regulation of translation	biological_process	88	0.8888888888888888
GO:0034248	0.1265208006802768	0.01694107724407323	9.190138737446171e-07	-0.1686740170773454	0.02624724206962717	6.265588229206059e-06	0.7967769963330695	2.5209257490563882e-06	2.546219081423017e-05	99	regulation of cellular amide metabolic process	biological_process	88	0.8888888888888888
GO:0007264	0.29604214862299066	0.04021858466762839	1.112612420022431e-06	-0.34982148355664877	0.06231167665789052	3.097716265403607e-05	0.7768692911365181	2.900274773245606e-06	8.146354131585003e-05	113	small GTPase mediated signal transduction	biological_process	87	0.7699115044247787
GO:0009199	0.12014623821881498	0.02365250054262575	9.279016334816087e-05	-0.13834860609076977	0.03664542096999617	0.0015095696442392072	0.6117361072890675	0.0001329942614547997	0.00217763970524151	92	ribonucleoside triphosphate metabolic process	biological_process	87	0.9456521739130435
GO:0032993	0.14306332615219067	0.027486942878296006	7.15547487783515e-05	-0.13954125468217846	0.04258622005475175	0.004448463553358152	0.6023825439875647	0.00010526577316155174	0.005827781422217183	103	protein-DNA complex	cellular_component	87	0.8446601941747572
GO:0042335	0.21308371354651656	0.022588017859182248	3.61462767440399e-08	-0.2059543177897301	0.03499619086091073	1.800068017219447e-05	0.8386299907549575	2.55749251724695e-07	5.2955874399906394e-05	118	cuticle development	biological_process	87	0.7372881355932204
GO:0000139	0.12536087379081376	0.01979773243316863	7.508449235431172e-06	-0.15069772947357807	0.03067313064668769	0.00013150207055312953	0.7205873514500656	1.4333581356288843e-05	0.0002655081372556607	104	Golgi membrane	cellular_component	86	0.8269230769230769
GO:0009144	0.11951537330349613	0.02371169422204574	0.00010071434012505805	-0.1397078726716735	0.03673713124380842	0.0014218462051713858	0.6101553347360957	0.0001428006643925135	0.0020566472726872335	90	purine nucleoside triphosphate metabolic process	biological_process	86	0.9555555555555556
GO:0034655	0.18660904743277895	0.020740860367826214	7.117906864480788e-08	-0.2293101770273995	0.032134342755394965	1.6681827447175754e-06	0.8436270511310783	3.9784413603038386e-07	1.0935183212615577e-05	97	nucleobase-containing compound catabolic process	biological_process	86	0.8865979381443299
GO:0006399	0.09050565582769918	0.013185708208382494	2.7482768234674016e-06	-0.10214929217594071	0.020428953260688484	0.00010952746880890758	0.7453705075346212	6.132888080403476e-06	0.0002278733685954285	88	tRNA metabolic process	biological_process	85	0.9659090909090909
GO:0009205	0.12100011737987229	0.023948139326998016	9.817501999743592e-05	-0.14151299956594465	0.037103461661670833	0.0013879803534736202	0.6114634375001426	0.00013992490859746464	0.0020169266261152933	89	purine ribonucleoside triphosphate metabolic process	biological_process	85	0.9550561797752809
GO:0030162	0.26349292451418355	0.024259365824422056	4.550600563286164e-09	-0.3014929987648142	0.037585652793833274	3.518944097386713e-07	0.883043081939719	6.490976643471384e-08	4.682296511672022e-06	123	regulation of proteolysis	biological_process	85	0.6910569105691057
GO:0040002	0.21501790313963767	0.023145788009283717	4.507923256502133e-08	-0.2063732633146143	0.03586035834790139	2.3334102632974097e-05	0.8339341439068418	2.965914083521514e-07	6.390891704238528e-05	116	collagen and cuticulin-based cuticle development	biological_process	85	0.7327586206896551
GO:0051253	0.20192094593284174	0.03512128849963943	2.3600467542965946e-05	-0.2934341924772767	0.0544143059951958	4.8606956314136084e-05	0.711214563236556	3.841263383139846e-05	0.00011627573750781275	105	negative regulation of RNA metabolic process	biological_process	85	0.8095238095238095
GO:0061695	0.08319758246814914	0.01357632483804659	1.1152069131018018e-05	-0.10841471829215375	0.021034145544951418	7.945842036416599e-05	0.7189143315129749	2.0084989152126387e-05	0.00017490662161642956	93	transferase complex, transferring phosphorus-containing groups	cellular_component	85	0.9139784946236559
GO:0031110	0.1502179035752166	0.018757918786902226	3.5991232030225275e-07	-0.1814401037177479	0.029062120904647576	8.915416828550886e-06	0.8077545013058509	1.201729713668383e-06	3.2348480700919434e-05	91	regulation of microtubule polymerization or depolymerization	biological_process	84	0.9230769230769231
GO:0031114	0.1502179035752166	0.018757918786902226	3.5991232030225275e-07	-0.1814401037177479	0.029062120904647576	8.915416828550886e-06	0.8077545013058509	1.201729713668383e-06	3.2348480700919434e-05	91	regulation of microtubule depolymerization	biological_process	84	0.9230769230769231
GO:0043087	0.14800110978859496	0.01866770937971692	4.125811624772911e-07	-0.22083110116653804	0.028922357174559005	6.848666658183727e-07	0.8304968295224135	1.3207041520592639e-06	6.327032461938646e-06	104	regulation of GTPase activity	biological_process	84	0.8076923076923077
GO:0055120	0.17992177999860837	0.027390028909600007	4.77682939477779e-06	-0.21507356523596963	0.042436068776905346	9.503408612121236e-05	0.7349434951912819	9.722701838914155e-06	0.00020268633439488235	93	striated muscle dense body	cellular_component	84	0.9032258064516129
GO:1901605	0.17350779957350954	0.02077448427900402	2.0210157806164237e-07	-0.20272198270270983	0.03218643713660206	8.012805331170293e-06	0.8175088030483164	8.079531696948618e-07	2.9951429571229836e-05	100	alpha-amino acid metabolic process	biological_process	84	0.84
GO:0001932	0.22036290364336655	0.026421861485205984	2.0609195886626403e-07	-0.3097145236488571	0.04093606234957573	7.736632607860427e-07	0.8371544851365579	8.151682036231695e-07	6.795431162504194e-06	103	regulation of protein phosphorylation	biological_process	83	0.8058252427184466
GO:0007026	0.15273226140406798	0.01910818108759126	3.693501443306949e-07	-0.18560352262987947	0.029604791200142856	8.474550611524476e-06	0.8077998841173784	1.226352527638043e-06	3.132235768493346e-05	89	negative regulation of microtubule depolymerization	biological_process	82	0.9213483146067416
GO:0016053	0.19601105753981557	0.028951150635430845	3.270362449975732e-06	-0.19140595050458473	0.04485475439221185	0.0005204253441106387	0.7251006805767768	7.067946967644521e-06	0.0008558502260964211	102	organic acid biosynthetic process	biological_process	82	0.803921568627451
GO:0031111	0.15273226140406798	0.01910818108759126	3.693501443306949e-07	-0.18560352262987947	0.029604791200142856	8.474550611524476e-06	0.8077998841173784	1.226352527638043e-06	3.132235768493346e-05	89	negative regulation of microtubule polymerization or depolymerization	biological_process	82	0.9213483146067416
GO:0040020	0.08452170951150378	0.01712539305651617	0.0001254482954038196	-0.07688333339415268	0.026532807248083712	0.010011873284849303	0.5675391628801056	0.0001743958869310577	0.012185099021765398	101	regulation of meiotic nuclear division	biological_process	82	0.8118811881188119
GO:0045892	0.20224341540182053	0.034842030025205376	2.112827440661055e-05	-0.2943513431267017	0.05398164373453408	4.297789375649415e-05	0.7155937551517774	3.497837814947689e-05	0.00010555039196670671	102	negative regulation of transcription, DNA-templated	biological_process	82	0.803921568627451
GO:0046034	0.1205566129329033	0.024125984427723388	0.00011027719372900379	-0.1410101185500469	0.037379001601804754	0.0015190692790728998	0.6058504385084034	0.00015482223340064074	0.002189571968138222	84	ATP metabolic process	biological_process	82	0.9761904761904762
GO:0046394	0.19601105753981557	0.028951150635430845	3.270362449975732e-06	-0.19140595050458473	0.04485475439221185	0.0005204253441106387	0.7251006805767768	7.067946967644521e-06	0.0008558502260964211	102	carboxylic acid biosynthetic process	biological_process	82	0.803921568627451
GO:1902679	0.20224341540182053	0.034842030025205376	2.112827440661055e-05	-0.2943513431267017	0.05398164373453408	4.297789375649415e-05	0.7155937551517774	3.497837814947689e-05	0.00010555039196670671	102	negative regulation of RNA biosynthetic process	biological_process	82	0.803921568627451
GO:1903507	0.20224341540182053	0.034842030025205376	2.112827440661055e-05	-0.2943513431267017	0.05398164373453408	4.297789375649415e-05	0.7155937551517774	3.497837814947689e-05	0.00010555039196670671	102	negative regulation of nucleic acid-templated transcription	biological_process	82	0.803921568627451
GO:0006790	0.16407161844663334	0.02096854553231599	4.928976353028596e-07	-0.1210537981398161	0.03248710117458681	0.0016794744773811195	0.7652050179922188	1.5284112760782585e-06	0.002387960919593729	104	sulfur compound metabolic process	biological_process	81	0.7788461538461539
GO:0007051	0.15358333719682538	0.019354655636880807	4.0765153332998924e-07	-0.18637648794460793	0.029986660491333784	9.4106564846592e-06	0.8053263600451601	1.3119904042010304e-06	3.355840102429471e-05	88	spindle organization	biological_process	81	0.9204545454545454
GO:0043547	0.14836084460010757	0.018716798913705087	4.136938621168426e-07	-0.22378965835841777	0.02899841283873605	5.935968671493871e-07	0.8319299443242183	1.3218927529647497e-06	5.9127553861863524e-06	101	positive regulation of GTPase activity	biological_process	81	0.801980198019802
GO:0015629	0.17110577873185942	0.021876544494311034	4.956497954470168e-07	-0.1108142621325969	0.03389388707202976	0.004518376915203747	0.7611233361045779	1.5342770577813038e-06	0.005906353401618975	85	actin cytoskeleton	cellular_component	80	0.9411764705882353
GO:0030016	0.22937473537382932	0.037089085719150906	9.992950149278697e-06	-0.238604090323244	0.05746306430143197	0.0006668886174685945	0.6923884886382677	1.827236484811152e-05	0.0010560056882295773	84	myofibril	cellular_component	80	0.9523809523809523
GO:0035770	0.11874647974789741	0.016738211131353608	1.7995023143988274e-06	-0.16241309068226237	0.02593293643890708	8.582852722834284e-06	0.7827948458163693	4.377234142664542e-06	3.155304413363614e-05	83	ribonucleoprotein granule	cellular_component	80	0.963855421686747
GO:0010324	0.16358215982468208	0.018791782799985175	1.1346654768450779e-07	-0.16158811745360413	0.02911458728184612	3.526142191180096e-05	0.8165751855213778	5.338017269695973e-07	9.046203635790089e-05	91	membrane invagination	biological_process	79	0.8681318681318682
GO:0010647	0.16526599542071777	0.029427286247264157	3.085098699595731e-05	-0.2733825181759665	0.04559244341172984	1.4446738065220774e-05	0.7285897071063866	4.872215218227802e-05	4.489017762476795e-05	104	positive regulation of cell communication	biological_process	79	0.7596153846153846
GO:0036464	0.11974472790649647	0.016694281299562356	1.5604148273424764e-06	-0.16249785225735117	0.025864874832641375	8.261086345697434e-06	0.7854993105274126	3.880362115971598e-06	3.075055731603032e-05	82	cytoplasmic ribonucleoprotein granule	cellular_component	79	0.9634146341463414
GO:0042981	0.20151366961666586	0.027280182133397928	1.0621976712995078e-06	-0.21208818589904263	0.04226588037129184	0.00010554033682589727	0.7661228648240297	2.8267141013836155e-06	0.00022060776150126008	107	regulation of apoptotic process	biological_process	79	0.7383177570093458
GO:1901565	0.27660445290541597	0.046470418837233345	1.5756161637378696e-05	-0.23889934467096757	0.07199780242573066	0.004067537368512581	0.6576525366817014	2.6653924287899636e-05	0.0053523388398951524	131	organonitrogen compound catabolic process	biological_process	79	0.6030534351145038
GO:0000375	0.0663632161530604	0.013706698502040432	0.00015281463627500299	-0.09281217120181905	0.02123613678016332	0.0004167759165966513	0.6233765166819072	0.0002100759417720357	0.0007099845679708241	82	RNA splicing, via transesterification reactions	biological_process	78	0.9512195121951219
GO:0005996	0.3277731467741302	0.01929478663423808	4.233251408763124e-12	-0.062041248367459285	0.029893903922067772	0.053441628037539886	0.9392609163172219	5.893812147709042e-10	0.058172419286284256	116	monosaccharide metabolic process	biological_process	78	0.6724137931034483
GO:0040024	0.2592610367621895	0.027274723280348363	3.2387144182346715e-08	-0.25599130319904057	0.04225742283135207	1.2796292092741764e-05	0.8419607255124798	2.386209837897694e-07	4.1711977059061344e-05	116	dauer larval development	biological_process	78	0.6724137931034483
GO:0045786	0.18740260684542756	0.024733925885387895	7.589357594637245e-07	-0.16040331587481502	0.03832090077229963	0.0006203594890503063	0.7601205757486502	2.1614538665391336e-06	0.0009982860730836608	88	negative regulation of cell cycle	biological_process	78	0.8863636363636364
GO:0050795	0.22009266436397304	0.026960565046680155	2.768074307524756e-07	-0.2525751780303179	0.04177068948562338	1.3080644887596446e-05	0.8086850513288337	9.812080497647396e-07	4.2023044746999035e-05	113	regulation of behavior	biological_process	78	0.6902654867256637
GO:0000323	0.4571475574492503	0.030913656288289196	3.88040671915703e-11	-0.33324634297471256	0.04789531433957916	2.3107103292884006e-06	0.9223778659175849	2.661063530868071e-09	1.3420184094857389e-05	104	lytic vacuole	cellular_component	77	0.7403846153846154
GO:0006911	0.16613470663652535	0.01912395726577576	1.1676129226885299e-07	-0.16491279851772148	0.029629233634456593	3.4149233761178906e-05	0.8162798430199777	5.421494378004294e-07	8.837167459532945e-05	89	phagocytosis, engulfment	biological_process	77	0.8651685393258427
GO:0034976	0.6227748299920872	0.05714119097719212	4.322355873569384e-09	-0.6036535068778519	0.08853030123865685	2.989482405657613e-06	0.8746959504683886	6.265658961442449e-08	1.5387962628895653e-05	104	response to endoplasmic reticulum stress	biological_process	77	0.7403846153846154
GO:0043652	0.16613470663652535	0.01912395726577576	1.1676129226885299e-07	-0.16491279851772148	0.029629233634456593	3.4149233761178906e-05	0.8162798430199777	5.421494378004294e-07	8.837167459532945e-05	89	engulfment of apoptotic cell	biological_process	77	0.8651685393258427
GO:0044092	0.3222593399319344	0.040514672574113605	3.946771248762932e-07	-0.40571854675907487	0.06277041318588347	5.8359426510160065e-06	0.8101636730884625	1.2893661625818347e-06	2.4245112614147187e-05	121	negative regulation of molecular function	biological_process	77	0.6363636363636364
GO:0044815	0.15480275006094324	0.02568193464149467	1.3578867561755833e-05	-0.12928907728172495	0.03978967486187919	0.004718850176555639	0.6612292629346012	2.3483143416693162e-05	0.006136914562216414	92	DNA packaging complex	cellular_component	77	0.8369565217391305
GO:0048584	0.1677740370870142	0.024823643446997088	3.3430118382323127e-06	-0.25030410366238365	0.03845990247352127	5.360035289204175e-06	0.7793216865563876	7.2074850151973565e-06	2.2863499810169964e-05	97	positive regulation of response to stimulus	biological_process	77	0.7938144329896907
GO:0000377	0.06655639366361807	0.013936509116439521	0.00017565939095040914	-0.09366424712613512	0.02159218821298545	0.0004470265794974067	0.6178489273749463	0.0002385382285335716	0.0007526424846495526	80	RNA splicing, via transesterification reactions with bulged adenosine as nucleophile	biological_process	76	0.95
GO:0000398	0.06655639366361807	0.013936509116439521	0.00017565939095040914	-0.09366424712613512	0.02159218821298545	0.0004470265794974067	0.6178489273749463	0.0002385382285335716	0.0007526424846495526	80	mRNA splicing, via spliceosome	biological_process	76	0.95
GO:0005764	0.46314560700399526	0.0314491073273859	4.1431125583480586e-11	-0.3365972054339563	0.04872490225994128	2.5324649475522052e-06	0.9217360088952753	2.710982448343283e-09	1.4088340929435612e-05	102	lysosome	cellular_component	76	0.7450980392156863
GO:0044282	0.18408010626060478	0.01634290786057653	2.634632768806476e-09	-0.11736651347468076	0.025320483022308018	0.00023662342182830155	0.8702613469715954	4.3495835433166176e-08	0.0004361954997413206	84	small molecule catabolic process	biological_process	76	0.9047619047619048
GO:0005768	0.16445297744367032	0.02389863203041436	2.6613525514399425e-06	-0.20416418002085188	0.037026758747273895	3.794439063065085e-05	0.7581709654169482	6.00657164457901e-06	9.664978356350065e-05	86	endosome	cellular_component	75	0.872093023255814
GO:0005874	0.31248446665516655	0.036331004974304464	1.342738634841852e-07	-0.41132252202006303	0.05628855051274897	1.2242797300547057e-06	0.8382229383611184	5.92599748990847e-07	8.946472774727806e-06	82	microtubule	cellular_component	75	0.9146341463414634
GO:0006260	0.17051491611888775	0.02053602341901324	2.191412868667392e-07	-0.19118220693556714	0.03181698365816407	1.4092925691887135e-05	0.8118659535357358	8.457335811328917e-07	4.4184739618098235e-05	81	DNA replication	biological_process	75	0.9259259259259259
GO:0015711	0.2965658449087202	0.03484579903637011	1.5557459099229013e-07	-0.2771338997839986	0.0539874831594407	8.298751827599146e-05	0.8059229365237909	6.573210799508372e-07	0.00018109920098340824	107	organic anion transport	biological_process	75	0.7009345794392523
GO:0016569	0.13136828435497344	0.017683223360256715	9.854018296138112e-07	-0.1814780643885663	0.027397067932638117	4.30426066218894e-06	0.7998481730459287	2.6580506236027615e-06	1.95777978588849e-05	91	covalent chromatin modification	biological_process	75	0.8241758241758241
GO:0016570	0.13136828435497344	0.017683223360256715	9.854018296138112e-07	-0.1814780643885663	0.027397067932638117	4.30426066218894e-06	0.7998481730459287	2.6580506236027615e-06	1.95777978588849e-05	91	histone modification	biological_process	75	0.8241758241758241
GO:0000786	0.1617724118361592	0.02661470779252335	1.2294199240469156e-05	-0.13455367228956083	0.04123484404081461	0.004580586817006184	0.6648887056733828	2.1532963895635075e-05	0.005974532768633523	89	nucleosome	cellular_component	74	0.8314606741573034
GO:0005815	0.28215707384150407	0.029519379480863	2.989316072849268e-08	-0.3095735223414204	0.04573512580201817	3.2799680868321514e-06	0.8503357508378515	2.211597741863172e-07	1.6335706979948954e-05	89	microtubule organizing center	cellular_component	74	0.8314606741573034
GO:0006644	0.1325977261502182	0.016820734941975533	4.4581597589872484e-07	-0.13697599538418156	0.026060792678666535	6.436364576270356e-05	0.7876768766556357	1.4043990901544636e-06	0.0001465649813472547	85	phospholipid metabolic process	biological_process	74	0.8705882352941177
GO:0009100	0.20830664158641443	0.026648610413643938	4.996290558728543e-07	-0.2809926003426776	0.041287370234428314	3.0617193669137283e-06	0.8129810676057205	1.5412432640506907e-06	1.564196455933289e-05	128	glycoprotein metabolic process	biological_process	74	0.578125
GO:0022626	0.038752109188450366	0.0071409644672270275	4.532800064857186e-05	-0.03172209188070467	0.011063677963423836	0.010678278492107687	0.6082731889702779	6.943283948144642e-05	0.012934354994176635	75	cytosolic ribosome	cellular_component	74	0.9866666666666667
GO:0045595	0.251331063634026	0.021931439916410098	2.0289148782229555e-09	-0.3280015288067077	0.03397893794639801	2.591264429833068e-08	0.9021308584035679	3.658860474358327e-08	2.0950383663725584e-06	98	regulation of cell differentiation	biological_process	74	0.7551020408163265
GO:0051338	0.19079584925989415	0.025334011590970776	8.222694193730736e-07	-0.3121470644761613	0.039250628826191084	3.9567269190233146e-07	0.8291147896047806	2.3015798661572844e-06	5.075427407639259e-06	93	regulation of transferase activity	biological_process	74	0.7956989247311828
GO:0098797	0.1784973169898926	0.033253875980123804	5.114928551821566e-05	-0.19528240554725082	0.05152107625912771	0.0014611707665178654	0.6319253544561231	7.735299073704709e-05	0.0021112378255278394	142	plasma membrane protein complex	cellular_component	74	0.5211267605633803
GO:0000910	0.09533596331572557	0.020547932901305282	0.00023439577225329702	-0.15259602339248146	0.031835435322136764	0.00016924755360462197	0.6341006260220918	0.00030911809314173715	0.00032731894450260086	76	cytokinesis	biological_process	73	0.9605263157894737
GO:0006605	0.1313135078303122	0.024990090942408488	6.454922573947556e-05	-0.15987500940127794	0.038717783813710216	0.0007009701732769575	0.637548719205554	9.582953330015398e-05	0.0011002023054162105	84	protein targeting	biological_process	73	0.8690476190476191
GO:0050829	0.8174019710772267	0.04501828807327324	1.4437553828118556e-12	-0.49070047301182373	0.06974797928111642	2.004216646543916e-06	0.9459056234763722	2.87049714559885e-10	1.229433486273989e-05	82	defense response to Gram-negative bacterium	biological_process	73	0.8902439024390244
GO:0015980	0.11274561793589306	0.016514213654007254	2.942188006772336e-06	-0.1118071545420531	0.025585891447246215	0.00041732014602975594	0.7299223612419246	6.458815577034951e-06	0.0007100017369952812	74	energy derivation by oxidation of organic compounds	biological_process	72	0.972972972972973
GO:0022603	0.2587163272706502	0.03369368639399999	6.351180333007587e-07	-0.2982229356861607	0.052202485725092444	2.5389662462332342e-05	0.7889342444867536	1.859467082717985e-06	6.807483935389258e-05	154	regulation of anatomical structure morphogenesis	biological_process	72	0.4675324675324675
GO:0023056	0.16148621462659923	0.02910363995277023	3.536269150815988e-05	-0.2727377062631133	0.045091009971923536	1.3032007503316212e-05	0.7283402201550072	5.526001661616921e-05	4.2001390909197576e-05	94	positive regulation of signaling	biological_process	72	0.7659574468085106
GO:0030017	0.2371673579577437	0.03778516765675385	8.354825846880092e-06	-0.25025798434812263	0.05854152176038437	0.0005119291268513818	0.7005189897792716	1.5598591083756233e-05	0.0008473994999929152	76	sarcomere	cellular_component	72	0.9473684210526315
GO:0009101	0.2147622555426052	0.027298049463433872	4.579904931009625e-07	-0.28851485093758855	0.042293562680382035	2.9722373607009326e-06	0.814466402394191	1.4376708612658734e-06	1.5387962628895653e-05	105	glycoprotein biosynthetic process	biological_process	71	0.6761904761904762
GO:0009894	0.22366624513497266	0.01486198575352982	2.938247816338049e-11	-0.2783288865543999	0.023026052717203548	9.002384881313299e-10	0.9390972688972573	2.44724850574888e-09	2.0064065304227016e-07	85	regulation of catabolic process	biological_process	71	0.8352941176470589
GO:0043086	0.3338304970122739	0.04305778208854678	5.578442911059575e-07	-0.4141196406181823	0.0667105174704709	9.550631291911633e-06	0.8002395561354253	1.671657766457012e-06	3.385442463912215e-05	114	negative regulation of catalytic activity	biological_process	71	0.6228070175438597
GO:0044708	0.16737371697780828	0.032743601220845235	8.680871207368947e-05	-0.21939551835247065	0.050730494589742374	0.00045984813913996307	0.6371453045912852	0.00012532788147966666	0.000772042591418601	380	single-organism behavior	biological_process	71	0.1868421052631579
GO:0048585	0.2509987524497499	0.02710453899439418	4.71701176693745e-08	-0.2862834779741649	0.04199375198648601	2.996838934818689e-06	0.8449351547016184	3.0037257073033837e-07	1.5387962628895653e-05	104	negative regulation of response to stimulus	biological_process	71	0.6826923076923077
GO:0070085	0.24995323815382972	0.030966296522388023	3.231249471462258e-07	-0.3462225245112538	0.04797687119379143	1.4419714166538571e-06	0.8260159662905984	1.1058191569322852e-06	9.910430727916294e-06	118	glycosylation	biological_process	71	0.6016949152542372
GO:0006631	0.24963377632645417	0.022230620644296366	2.758840812840165e-09	-0.10465707399262897	0.03444246626128988	0.007417649751590264	0.8672244389397217	4.471830153903649e-08	0.00925519209733061	79	fatty acid metabolic process	biological_process	69	0.8734177215189873
GO:0007052	0.15323127067702275	0.018269717806670374	1.906629379597965e-07	-0.18784356368073798	0.02830573870284529	4.206065040458252e-06	0.8235258920848976	7.743781739916109e-07	1.9328386513239853e-05	75	mitotic spindle organization	biological_process	69	0.92
GO:0007167	0.2484353973224964	0.029433990813370527	1.746303020948659e-07	-0.23380971749609372	0.04560283096660787	8.406569580548754e-05	0.8036899663629241	7.157835141037836e-07	0.00018256898370424393	131	enzyme linked receptor protein signaling pathway	biological_process	68	0.5190839694656488
GO:0009566	0.20575927937020053	0.031115821827943976	4.397077102432142e-06	-0.24036391319415104	0.04820853455462258	0.000112855540649412	0.7346518093832956	9.105677669728814e-06	0.00023397840578825765	74	fertilization	biological_process	68	0.918918918918919
GO:0043549	0.19835108093688986	0.025248494998096897	4.6702253722479916e-07	-0.3197945015879918	0.03911813579273209	2.714679993857576e-07	0.8388452352129454	1.4634467203371122e-06	4.033562024206714e-06	87	regulation of kinase activity	biological_process	68	0.7816091954022989
GO:0046661	0.30294755528411693	0.024640192935777978	6.934820770633011e-10	-0.3258586714401451	0.03817567792826991	1.4935039012415347e-07	0.903542957165875	2.0607975723397765e-08	3.046390535376689e-06	91	male sex differentiation	biological_process	68	0.7472527472527473
GO:0044454	0.1077719162607533	0.01661952643039534	5.60555390707425e-06	-0.15905172389708513	0.025749055211572332	1.0138596503365928e-05	0.7623927993164695	1.1242635113963317e-05	3.4951857890601316e-05	76	nuclear chromosome part	cellular_component	67	0.881578947368421
GO:0046486	0.13967756602275916	0.0164616650337779	1.6229031928572973e-07	-0.1399530378634838	0.02550447653273319	4.0052270096109976e-05	0.8095956443337019	6.815351177148769e-07	0.00010058681534087	75	glycerolipid metabolic process	biological_process	67	0.8933333333333333
GO:0015934	0.04650806648294336	0.007044889658074502	4.489509733354515e-06	-0.04352306142952595	0.010914826816812025	0.0009526277246802002	0.7108174715209177	9.25103216197624e-06	0.0014443326812115622	67	large ribosomal subunit	cellular_component	66	0.9850746268656716
GO:0048471	0.12017776482884006	0.01751473343526936	2.760513640213677e-06	-0.12078790012400585	0.027136022204333938	0.0003505141140627304	0.7331985554719944	6.140447187940825e-06	0.0006093368945996475	76	perinuclear region of cytoplasm	cellular_component	66	0.868421052631579
GO:0051130	0.1365231709592788	0.02389146745510061	2.531353230180367e-05	-0.2160984046873854	0.03701565848842514	1.976523335452689e-05	0.7261089210979877	4.088227182438038e-05	5.656727298735384e-05	72	positive regulation of cellular component organization	biological_process	66	0.9166666666666666
GO:1902600	0.12459684588634934	0.023580035031668896	6.0754886315206816e-05	-0.17083830935534972	0.03653314830985886	0.0002168668770374864	0.661783906623437	9.049787994988619e-05	0.00040574359051189743	69	hydrogen ion transmembrane transport	biological_process	66	0.9565217391304348
GO:0007338	0.20779530840314103	0.031436463940660304	4.419389134536625e-06	-0.24694796218064735	0.04870531353915419	9.462512498799398e-05	0.7366957296191168	9.130673032304522e-06	0.00020205580581268652	71	single fertilization	biological_process	65	0.9154929577464789
GO:0008037	0.1295386314322175	0.022421815203283905	2.230971497200803e-05	-0.16896793162078957	0.03473868885680972	0.00014579728411987273	0.6935601414899055	3.656086562048742e-05	0.0002888406195397034	93	cell recognition	biological_process	65	0.6989247311827957
GO:0019898	0.16546564584172557	0.02294698775229536	1.456808135540308e-06	-0.18337455407220427	0.03555235205092857	7.885895843251366e-05	0.7622785648742557	3.7054050009534513e-06	0.00017466524582008926	112	extrinsic component of membrane	cellular_component	65	0.5803571428571429
GO:0043413	0.24424999295682598	0.03406745704894607	1.5694895678328923e-06	-0.3512120899129052	0.052781578112049414	4.067171489218243e-06	0.7938291293379964	3.897492896164411e-06	1.8838222610337646e-05	94	macromolecule glycosylation	biological_process	65	0.6914893617021277
GO:0043414	0.17374078959693373	0.02189040160412131	4.0651405742815917e-07	-0.18931403891320456	0.03391535624487725	3.305522897362972e-05	0.7946488043451309	1.3106954148180971e-06	8.604010694887851e-05	73	macromolecule methylation	biological_process	65	0.8904109589041096
GO:0045787	0.18300449735568766	0.023499162771883162	5.253799533935344e-07	-0.13967003304470751	0.03640785085983652	0.0013225341138500362	0.7647666719754506	1.6012862511122594e-06	0.0019330928015527647	75	positive regulation of cell cycle	biological_process	65	0.8666666666666667
GO:0072522	0.2446632139794921	0.03308056826778553	1.0449908545551988e-06	-0.27522943476769446	0.05125256621028371	5.090371639083599e-05	0.7731841726154848	2.785080259599282e-06	0.00011983049427090717	98	purine-containing compound biosynthetic process	biological_process	65	0.6632653061224489
GO:0090066	0.17936475140965133	0.021421689427526244	1.95169754388227e-07	-0.278615505930559	0.03318916854247619	1.8828377241064212e-07	0.850758111738951	7.873024255072595e-07	3.425611900083417e-06	90	regulation of anatomical structure size	biological_process	65	0.7222222222222222
GO:0005819	0.09588230053379702	0.012390859224580289	5.724876217169037e-07	-0.11379649643387986	0.01919747350375908	1.6541596239904498e-05	0.7946608447549592	1.6984116963747742e-06	4.956918671554575e-05	65	spindle	cellular_component	64	0.9846153846153847
GO:0006486	0.23039104359691748	0.02858678281433133	3.299977911343773e-07	-0.3113036709576751	0.04429023005500493	2.028634700524172e-06	0.8225092859051446	1.122759004027454e-06	1.2333749035551691e-05	93	protein glycosylation	biological_process	64	0.6881720430107527
GO:0007155	0.23024995933330536	0.039605056878598006	2.0749357934104184e-05	-0.2498812988368203	0.0613611224420565	0.0007928251136060584	0.6691832798421753	3.4447025322632924e-05	0.0012217866703194487	74	cell adhesion	biological_process	64	0.8648648648648649
GO:0009260	0.23694741026021768	0.03479169932021152	3.0351564553183106e-06	-0.29666993489829413	0.05390366509253415	3.8744165034248346e-05	0.7553765135280819	6.607919723951232e-06	9.82657841480296e-05	96	ribonucleotide biosynthetic process	biological_process	64	0.6666666666666666
