probe_id	orf_id	wormbase_id	gene_symbol
cea2.c.06453	W02A11.2	WBGene00012193	vps-25
cea2.c.06773	W05F2.3	WBGene00021035	
cea2.c.08254	Y105E8A.16	WBGene00004489	rps-20
cea2.c.08501	Y110A7A.17	WBGene00003132	mat-1
cea2.c.10568	C56C10.9	WBGene00016965	
cea2.c.10836	EEED8.1	WBGene00017132	tofu-6
cea2.c.12370	F44G4.2	WBGene00009712	
cea2.c.12598	F54C9.1	WBGene00002065	iff-2
cea2.c.14188	T09A5.3	WBGene00000046	acr-7
cea2.c.14379	T21B10.7	WBGene00000378	cct-2
cea2.c.15765	ZK666.7	WBGene00014047	clec-61
cea2.c.17952	C35D10.17	WBGene00016452	
cea2.c.19930	F54E7.7	WBGene00004321	rcan-1
cea2.c.20189	F56D2.7	WBGene00000420	ced-6
cea2.c.22615	T04A8.9	WBGene00001036	dnj-18
cea2.c.22812	T12D8.5	WBGene00011733	
cea2.c.24310	Y53G8AL.2	WBGene00021800	
cea2.c.24570	Y56A3A.27	WBGene00006596	top-3
cea2.c.26167	C06G3.5	WBGene00015551	
cea2.c.27559	F11E6.5	WBGene00001240	elo-2
cea2.c.27677	F19C7.1	WBGene00017591	
cea2.c.29550	K02B2.3	WBGene00019296	mcu-1
cea2.c.29950	K08C7.3	WBGene00001328	epi-1
cea2.c.31488	W03B1.3	WBGene00020973	
cea2.c.31632	Y7A9D.1	WBGene00012420	
cea2.c.32647	Y77E11A.15	WBGene00000680	col-106
cea2.c.32759	ZC168.5	WBGene00001730	grl-21
cea2.c.34606	C50C10.7	WBGene00006070	str-2
cea2.c.35794	F28C1.2	WBGene00001179	egl-10
cea2.c.37282	K08H10.4	WBGene00010697	uda-1
cea2.c.37590	R01B10.1	WBGene00000534	cpi-2
cea2.c.39131	W04D2.5	WBGene00012244	mrps-11
cea2.c.39466	Y5H2B.2	WBGene00003612	nhr-13
cea2.c.40761	C02B4.1	WBGene00000082	adt-1
cea2.c.41037	C05D9.9	WBGene00015476	
cea2.c.43344	F11C1.6	WBGene00003623	nhr-25
cea2.c.43649	F15A2.6	WBGene00004719	sad-1
cea2.c.46223	F59F3.6	WBGene00010335	
cea2.c.46620	K02E10.2	WBGene00001844	hid-1
cea2.c.48162	T23F2.5	WBGene00020738	
cea2.c.48350	W05H7.1	WBGene00021044	
cea2.c.50260	C49G7.4	WBGene00016782	phat-3
cea2.c.50543	F55C5.1	WBGene00010091	ssp-35
cea2.d.03147	F35H10.10	WBGene00018073	
cea2.d.04589	K07F5.12	WBGene00010637	
cea2.d.06491	Y17G9A.7	WBGene00006218	str-174
cea2.d.07075	Y56A3A.11	WBGene00013231	tsen-2
cea2.d.07143	Y63D3A.9	WBGene00013408	fbxb-93
cea2.d.07720	B0213.4	WBGene00003767	nlp-29
cea2.d.08136	Y66D12A.11	WBGene00013437	
cea2.d.08603	B0250.6	WBGene00007123	srbc-79
cea2.d.10479	C04E12.12	WBGene00015441	arrd-21
cea2.d.11530	C08F11.12	WBGene00007459	
cea2.d.14850	C30A5.4	WBGene00016239	
cea2.d.16048	C38C3.1	WBGene00005691	sru-28
cea2.d.17448	C49D10.9	WBGene00016777	nhr-261
cea2.d.20453	F13E9.11	WBGene00008760	
cea2.d.21552	F21D9.3	WBGene00009017	
cea2.d.22606	F29G9.7	WBGene00017933	
cea2.d.22855	F31E9.4	WBGene00009297	sdz-16
cea2.d.27047	F49C5.2	WBGene00006011	srx-120
cea2.d.30199	F58F6.6	WBGene00019054	
cea2.d.30320	F59B1.3	WBGene00005984	srx-93
cea2.d.31736	K01G5.3	WBGene00010477	enu-3.6
cea2.d.33134	K09C6.8	WBGene00019562	
cea2.d.40323	T27A3.4	WBGene00020840	spch-3
cea2.d.40385	T27C5.6	WBGene00012079	
cea2.d.41031	W04H10.4	WBGene00021032	clec-118
cea2.d.42358	Y116A8C.37	WBGene00013810	
cea2.d.43787	Y41E3.5	WBGene00014886	
cea2.d.45913	Y59E9AL.5	WBGene00021995	
cea2.d.49749	ZK673.10	WBGene00014064	sdz-37
cea2.i.00400	C10H11.5	WBGene00015694	ugt-27
cea2.i.00496	C17H1.3	WBGene00007656	
cea2.i.01318	D1007.3	WBGene00017001	
cea2.i.01433	DY3.3	WBGene00001960	hlh-16
cea2.i.02121	F32A7.7	WBGene00006272	str-245
cea2.i.02223	F33D11.3	WBGene00000631	col-54
cea2.i.03060	F56F4.1	WBGene00018978	ttr-58
cea2.i.03172	F56H6.5	WBGene00010166	gmd-2
cea2.i.04076	R06A10.1	WBGene00019909	
cea2.i.04896	T27A3.7	WBGene00020843	
cea2.i.05027	W01A8.3	WBGene00012165	cutl-6
cea2.i.05768	Y37D8A.8	WBGene00012549	
cea2.i.05880	Y39G10AR.3	WBGene00021461	nekl-1
cea2.i.06753	Y67A10A.1	WBGene00013450	oac-56
cea2.i.06970	Y71A12B.5	WBGene00013502	clec-111
cea2.i.07875	B0047.2	WBGene00015013	btb-3
cea2.i.08910	C08H9.13	WBGene00007472	chil-7
cea2.i.09020	C13A10.2	WBGene00015729	
cea2.i.09757	C32B5.8	WBGene00016301	fbxc-6
cea2.i.10534	EEED8.14	WBGene00017142	
cea2.i.10627	F07E5.7	WBGene00017212	
cea2.i.11433	F18C5.8	WBGene00005055	sra-29
cea2.i.11529	F22B5.6	WBGene00009044	
cea2.i.12201	F40E12.2	WBGene00018235	
cea2.i.12265	F40H7.2	WBGene00005999	srx-108
cea2.i.12868	F52C6.14	WBGene00018671	
cea2.i.12947	F53C3.8	WBGene00018752	
cea2.i.13681	K02F6.6	WBGene00019340	
cea2.i.13760	K05F6.5	WBGene00019416	fbxb-44
cea2.i.14611	R07C3.6	WBGene00019922	fbxc-28
cea2.i.14697	R10H1.2	WBGene00019999	srab-14
cea2.i.15336	T11F1.5	WBGene00005826	srw-79
cea2.i.15497	T14B4.4	WBGene00006636	tsp-10
cea2.i.16205	W07A12.4	WBGene00012322	
cea2.i.16291	W08F4.7	WBGene00021096	
cea2.i.17094	Y49F6B.3	WBGene00021716	fbxb-112
cea2.i.17150	Y51B9A.7	WBGene00013089	
cea2.i.17783	ZK1248.5	WBGene00022876	
cea2.i.17861	ZK1320.5	WBGene00014255	
cea2.i.18701	C13G5.1	WBGene00000439	ceh-16
cea2.i.18804	C24H11.6	WBGene00007021	immp-1
cea2.i.19474	F40G9.10	WBGene00018246	clec-148
cea2.i.19640	F45G2.10	WBGene00009736	
cea2.i.20750	T07E3.3	WBGene00020314	
cea2.i.20858	T19C3.1	WBGene00020559	best-17
cea2.i.21777	Y39A3CL.2	WBGene00006513	rimb-1
cea2.i.21872	Y48G9A.10	WBGene00021703	cpt-3
cea2.i.22663	Y82E9BR.4	WBGene00022337	
cea2.i.22783	ZC84.1	WBGene00013846	
cea2.i.23387	C08F11.3	WBGene00007452	
cea2.i.23471	C09G12.3	WBGene00015653	srz-78
cea2.i.24211	C39H7.5	WBGene00016543	srsx-14
cea2.i.24313	C42D4.9	WBGene00006251	str-220
cea2.i.25107	F02H6.7	WBGene00008540	
cea2.i.25187	F09E8.1	WBGene00008623	
cea2.i.25926	F38A1.7	WBGene00009520	clec-168
cea2.i.26643	F56H11.3	WBGene00001245	elo-7
cea2.i.26711	F58F6.3	WBGene00019052	
cea2.i.27424	K09E10.2	WBGene00019580	oac-58
cea2.i.27513	M02B1.4	WBGene00010829	
cea2.i.28218	T08B6.2	WBGene00020352	
cea2.i.28301	T11G6.7	WBGene00011721	
cea2.i.28939	Y105C5A.14	WBGene00013638	
cea2.i.29084	Y105C5B.24	WBGene00005220	srg-63
cea2.i.29901	Y40H7A.11	WBGene00012748	
cea2.i.29992	Y41D4B.9	WBGene00003712	nhr-122
cea2.i.30859	Y5F2A.3	WBGene00012384	
cea2.i.30985	Y67D8C.2	WBGene00022066	
cea2.i.31653	ZK550.5	WBGene00013999	
cea2.i.31737	ZK792.3	WBGene00002131	inx-9
cea2.i.32392	C03A7.6	WBGene00005930	srx-39
cea2.i.32473	C03G6.17	WBGene00015402	
cea2.i.33092	C13A2.1	WBGene00015718	
cea2.i.33161	C13C4.6	WBGene00007550	
cea2.i.33828	C25E10.10	WBGene00016099	
cea2.i.33924	C26F1.6	WBGene00016149	frpr-3
cea2.i.34443	C44C3.7	WBGene00005886	srw-139
cea2.i.34526	C45H4.17	WBGene00016697	cyp-33C2
cea2.i.35212	C54D10.9	WBGene00008303	
cea2.i.35325	C54F6.7	WBGene00016925	srb-18
cea2.i.35949	F07G11.4	WBGene00017231	
cea2.i.36014	F08H9.8	WBGene00008596	clec-54
cea2.i.36521	F14F8.8	WBGene00008816	
cea2.i.36623	F14H3.5	WBGene00008824	
cea2.i.37357	F21H7.9	WBGene00001545	gcy-20
cea2.i.37452	F25A2.1	WBGene00017764	
cea2.i.38161	F32D8.10	WBGene00009333	
cea2.i.38237	F35B12.4	WBGene00009384	piit-1
cea2.i.38940	F41B5.8	WBGene00006279	str-253
cea2.i.39008	F41H8.1	WBGene00018312	
cea2.i.39553	F49H6.11	WBGene00009912	srz-94
cea2.i.39635	F53B7.2	WBGene00009965	frpr-9
cea2.i.40310	F58G4.3	WBGene00019065	
cea2.i.40379	F59A1.8	WBGene00010294	fbxa-129
cea2.i.40982	K03B8.3	WBGene00003537	nas-18
cea2.i.41039	K04F1.11	WBGene00019390	irld-43
cea2.i.41626	K10C9.7	WBGene00019626	
cea2.i.41768	K12B6.2	WBGene00019667	
cea2.i.42481	R08F11.2	WBGene00019966	srt-30
cea2.i.43353	T02B11.4	WBGene00020156	
cea2.i.43464	T03E6.2	WBGene00011395	
cea2.i.44113	T08G5.1	WBGene00011622	
cea2.i.44241	T09F5.5	WBGene00005278	srh-55
cea2.i.44912	T20D4.12	WBGene00020618	
cea2.i.45021	T22G5.4	WBGene00011931	srsx-19
cea2.i.45649	W02D7.4	WBGene00020940	
cea2.i.45745	W03F9.9	WBGene00021003	
cea2.i.46358	Y19D10B.4	WBGene00021233	
cea2.i.46435	Y32B12A.4	WBGene00012519	
cea2.i.47191	Y44A6D.4	WBGene00004748	sdf-9
cea2.i.47255	Y46H3C.4	WBGene00021604	
cea2.i.47867	Y61A9LA.9	WBGene00022020	hpo-39
cea2.i.47933	Y6E2A.2	WBGene00006156	str-101
cea2.i.48658	ZC412.2	WBGene00001540	gcy-14
cea2.i.48732	ZC513.11	WBGene00006187	str-138
cea2.i.49494	B0294.1	WBGene00015117	
cea2.i.49589	B0403.3	WBGene00015167	
cea2.i.50371	C11G10.1	WBGene00007525	
cea2.i.50464	C14E2.4	WBGene00015773	
cea2.i.51282	C33E10.5	WBGene00016347	
cea2.i.51413	C36B7.3	WBGene00016466	
cea2.i.52107	D1053.1	WBGene00001790	gst-42
cea2.i.52219	EGAP4.1	WBGene00017149	
cea2.i.52859	F17H10.4	WBGene00008928	
cea2.i.52947	F19G12.3	WBGene00017611	
cea2.i.53682	F39F10.2	WBGene00018202	
cea2.i.53773	F41C6.6	WBGene00018279	
cea2.i.54547	F53H4.3	WBGene00010008	
cea2.i.54645	F54B11.9	WBGene00010032	
cea2.i.55441	K03C7.3	WBGene00019359	
cea2.i.55541	K05G3.1	WBGene00019422	
cea2.i.56360	R07A4.4	WBGene00011075	
cea2.i.56452	R08E3.2	WBGene00019958	
cea2.i.57174	T14E8.3	WBGene00020506	dop-3
cea2.i.57305	T19D7.1	WBGene00020569	lgc-32
cea2.i.57955	Y1B5A.1	WBGene00021150	
cea2.i.58045	Y59E1B.1	WBGene00021990	
cea2.i.58766	C04G6.11	WBGene00015459	
cea2.i.58782	C16C4.4	WBGene00015828	math-14
cea2.i.58889	F56H6.3	WBGene00010164	
cea2.i.58908	H27D07.5	WBGene00005869	srw-122
cea2.i.59036	Y49C4A.2	WBGene00021707	srbc-38
cea2.i.59280	F20B10.2	WBGene00008966	
cea2.i.59619	T28A11.2	WBGene00020869	
cea2.i.59911	C47A10.2	WBGene00005488	srh-283
cea2.i.59924	F21H12.4	WBGene00004209	ptc-2
cea2.i.62099	F35E8.9	WBGene00009422	
cea2.p.01672	C09D4.1	WBGene00015632	
cea2.p.02024	C15C6.1	WBGene00007600	
cea2.p.04254	C41D11.3	WBGene00016562	
cea2.p.04578	C43E11.12	WBGene00016609	
cea2.p.06889	F12B6.3	WBGene00017399	lgc-51
cea2.p.07178	F16A11.1	WBGene00008876	
cea2.p.09151	F32A7.5	WBGene00009306	maph-1.1
cea2.p.09510	F32H2.9	WBGene00006532	tba-6
cea2.p.101245	Y41D4A.6	WBGene00021508	
cea2.p.101525	Y41E3.9	WBGene00012767	fcd-2
cea2.p.103030	Y59H11AR.2	WBGene00022010	catp-7
cea2.p.10319	F39B2.8	WBGene00009558	
cea2.p.105142	Y116A8C.4	WBGene00013785	nep-23
cea2.p.106679	AC3.6	WBGene00000724	col-151
cea2.p.106959	B0222.10	WBGene00015058	
cea2.p.108697	C14C10.2	WBGene00007585	
cea2.p.108922	C15H11.6	WBGene00003835	nxf-2
cea2.p.110949	C47A10.1	WBGene00004003	pgp-9
cea2.p.111250	C50F4.1	WBGene00008229	
cea2.p.112545	F10D2.10	WBGene00017335	
cea2.p.112984	F14D7.2	WBGene00008789	
cea2.p.114557	F25B4.6	WBGene00017769	hmgs-1
cea2.p.114892	F25G6.6	WBGene00003816	asns-1
cea2.p.116537	F40F9.10	WBGene00009586	
cea2.p.116948	F44C8.3	WBGene00003617	nhr-18
cea2.p.119073	F57A8.2	WBGene00010178	yif-1
cea2.p.119234	F57F5.1	WBGene00010204	
cea2.p.120853	K08D9.6	WBGene00019527	
cea2.p.121077	K10D6.3	WBGene00010743	
cea2.p.122827	R186.1	WBGene00011305	
cea2.p.123104	T02B11.3	WBGene00020155	
cea2.p.124730	T15B7.15	WBGene00020527	
cea2.p.125096	T19A5.3	WBGene00020554	
cea2.p.126958	W06D12.2	WBGene00006692	twk-42
cea2.p.12731	F57B10.1	WBGene00002783	let-607
cea2.p.128615	Y43F8C.14	WBGene00012835	ani-3
cea2.p.128824	Y45G5AM.6	WBGene00021558	
cea2.p.130251	Y97E10AR.6	WBGene00022401	
cea2.p.130498	Y113G7B.5	WBGene00001482	fog-2
cea2.p.132255	C02C6.3	WBGene00007261	lron-3
cea2.p.132462	C03F11.4	WBGene00015390	
cea2.p.13425	K02B12.7	WBGene00010500	
cea2.p.134474	C18B12.6	WBGene00007668	
cea2.p.136635	C39E6.1	WBGene00003056	lon-2
cea2.p.137193	C43H6.1	WBGene00016614	trpp-12
cea2.p.139243	F08C6.2	WBGene00017241	pcyt-1
cea2.p.139422	F09A5.2	WBGene00008599	
cea2.p.142049	F22E10.1	WBGene00004006	pgp-12
cea2.p.142347	F25E2.3	WBGene00017781	
cea2.p.144770	F46C8.2	WBGene00000747	col-174
cea2.p.145140	F46H5.4	WBGene00018520	
cea2.p.147342	F55G7.1	WBGene00010119	
cea2.p.147751	F57C12.1	WBGene00003554	nas-38
cea2.p.149908	K09E9.1	WBGene00010724	
cea2.p.150208	K11E4.4	WBGene00010776	pix-1
cea2.p.15225	M05B5.6	WBGene00010873	trpa-2
cea2.p.15272	R05D11.1	WBGene00000904	daf-8
cea2.p.15484	R06C7.9	WBGene00011066	ztf-15
cea2.p.155322	T25G12.4	WBGene00004270	rab-6.2
cea2.p.15733	R119.6	WBGene00006385	taf-4
cea2.p.157664	ZK563.2	WBGene00022767	
cea2.p.158196	D2045.5	WBGene00008423	
cea2.p.158235	F52D2.2	WBGene00004351	rgs-8.1
cea2.p.16154	T03F1.12	WBGene00020193	
cea2.p.16397	T05E7.3	WBGene00020259	
cea2.p.18517	T27F6.8	WBGene00012107	
cea2.p.18698	W02A11.1	WBGene00012192	
cea2.p.20457	Y37E3.10	WBGene00021351	
cea2.p.22431	Y53H1C.2	WBGene00001215	ego-2
cea2.p.22685	Y54E10A.5	WBGene00021827	dnc-6
cea2.p.24411	Y92H12A.5	WBGene00022361	
cea2.p.24596	Y105E8A.6	WBGene00006824	unc-95
cea2.p.26343	ZK270.1	WBGene00004237	ptr-23
cea2.p.27132	ZK858.3	WBGene00014117	clec-91
cea2.p.29450	C06C3.6	WBGene00005271	srh-48
cea2.p.29667	C08F1.6	WBGene00015610	
cea2.p.31782	C30B5.1	WBGene00077732	szy-4
cea2.p.32052	C32D5.7	WBGene00016315	
cea2.p.34021	D2013.1	WBGene00004286	rab-39
cea2.p.34350	D2085.5	WBGene00008430	hgap-2
cea2.p.36288	F13H8.2	WBGene00017435	
cea2.p.36773	F15D4.1	WBGene00000274	btf-1
cea2.p.38969	F37B1.1	WBGene00001772	gst-24
cea2.p.39155	F40F8.1	WBGene00009575	
cea2.p.40799	F54D10.5	WBGene00018806	
cea2.p.41234	F56D12.1	WBGene00000112	alh-6
cea2.p.43066	K10H10.3	WBGene00000972	dhs-8
cea2.p.45517	T02G5.4	WBGene00020164	
cea2.p.45748	T05A8.5	WBGene00020231	
cea2.p.47606	T24B8.4	WBGene00011978	
cea2.p.47979	T24H10.3	WBGene00001041	dnj-23
cea2.p.49829	Y43H11AL.1	WBGene00021545	
cea2.p.51674	Y53F4B.27	WBGene00013173	
cea2.p.51916	Y54G9A.5	WBGene00013208	
cea2.p.53807	ZK970.2	WBGene00014172	clpp-1
cea2.p.54035	ZK1127.6	WBGene00022853	
cea2.p.55601	B0524.5	WBGene00015244	
cea2.p.57816	C18H2.3	WBGene00015990	
cea2.p.58194	C26E6.5	WBGene00001499	fsn-1
cea2.p.59681	C45G9.11	WBGene00016682	
cea2.p.60180	C50C3.6	WBGene00004187	prp-8
cea2.p.62509	F25B5.5	WBGene00017776	
cea2.p.64694	F44E2.4	WBGene00018418	
cea2.p.65036	F47D12.5	WBGene00018561	gadr-3
cea2.p.67446	K01A11.1	WBGene00010449	
cea2.p.69800	R01H10.7	WBGene00010975	
cea2.p.70089	R05D3.9	WBGene00019882	
cea2.p.72521	T04C9.6	WBGene00001489	frm-2
cea2.p.72748	T07A5.3	WBGene00011556	vglu-3
cea2.p.74948	T26A5.8	WBGene00020823	
cea2.p.75210	T28D6.7	WBGene00012127	
cea2.p.76714	Y39E4A.3	WBGene00012713	
cea2.p.76904	Y41C4A.2	WBGene00012750	faah-6
cea2.p.78558	Y53G8AR.2	WBGene00021810	phf-15
cea2.p.80388	Y75B8A.25	WBGene00013558	
cea2.p.80647	Y76A2B.6	WBGene00013578	scav-2
cea2.p.82727	ZK637.1	WBGene00014021	svop-1
cea2.p.82879	ZK686.2	WBGene00022792	
cea2.p.85398	C06A12.3	WBGene00007357	
cea2.p.85625	C07G1.5	WBGene00004101	hgrs-1
cea2.p.87322	C33H5.7	WBGene00016374	swd-2.2
cea2.p.87573	C34H4.4	WBGene00000681	col-107
cea2.p.89566	F01G4.3	WBGene00008502	skih-2
cea2.p.91906	F35H10.5	WBGene00018070	
cea2.p.92157	F38A5.6	WBGene00018163	
cea2.p.94239	F56C4.1	WBGene00010144	
cea2.p.94450	F58D2.2	WBGene00010241	
cea2.p.95980	M02B7.1	WBGene00019723	fbxc-47
cea2.p.96223	M18.1	WBGene00000703	col-129
cea2.p.97966	T08B6.5	WBGene00020354	
cea2.p.98370	T12B3.1	WBGene00020444	
cea2.3.00395	B0238.1	WBGene00015067	
cea2.3.03217	C17B7.5	WBGene00015879	
cea2.3.05829	C41H7.3	WBGene00016573	
cea2.3.08458	F08A8.3	WBGene00008566	acox-3
cea2.3.08661	F08H9.6	WBGene00008594	clec-57
cea2.3.11374	F23A7.5	WBGene00009070	
cea2.3.11740	F25G6.1	WBGene00017796	
cea2.3.20241	M01B2.1	WBGene00002211	kin-30
cea2.3.22937	T06C10.3	WBGene00020289	
cea2.3.23218	T08E11.4	WBGene00020360	math-41
cea2.3.26252	W05B2.5	WBGene00000668	col-93
cea2.3.28255	Y41D4A.2	WBGene00000682	col-108
cea2.3.28474	Y45G12C.10	WBGene00021573	
cea2.3.30048	Y69E1A.3	WBGene00013475	
cea2.3.30288	Y73B3A.2	WBGene00022204	
cea2.c.00945	C32E8.2	WBGene00004425	rpl-13
cea2.c.02729	F23C8.3	WBGene00017732	
cea2.c.02919	F25H5.6	WBGene00009128	mrpl-54
cea2.c.04391	F57B10.10	WBGene00000896	dad-1
cea2.c.06194	T22C1.9	WBGene00011919	
cea2.c.06367	T27F6.7	WBGene00012106	
cea2.c.07893	Y71F9AL.14	WBGene00022118	dnc-5
cea2.c.08138	Y71G12B.14	WBGene00003080	lsm-6
cea2.c.10136	C18A3.7	WBGene00015944	
cea2.c.10387	C32D5.8	WBGene00016316	
cea2.c.12054	F34D6.3	WBGene00006318	sup-9
cea2.c.12179	F41C3.2	WBGene00018268	
cea2.c.13756	R11F4.1	WBGene00020007	
cea2.c.13938	T02G5.8	WBGene00002183	kat-1
cea2.c.15419	Y52E8A.2	WBGene00021795	
cea2.c.15582	Y57A10A.23	WBGene00013263	
cea2.c.17425	C16C10.11	WBGene00007630	har-1
cea2.c.17663	C29F9.2	WBGene00016217	
cea2.c.19748	F53A2.6	WBGene00002059	ife-1
cea2.c.22196	R10E9.1	WBGene00003423	msi-1
cea2.c.22427	R148.6	WBGene00006452	heh-1
cea2.c.24046	Y42G9A.3	WBGene00021533	
cea2.c.24171	Y48A6C.5	WBGene00004010	pha-1
cea2.c.25745	B0035.4	WBGene00007107	pfd-4
cea2.c.27187	C55C3.3	WBGene00016953	
cea2.c.27347	F01D4.6	WBGene00003167	mec-3
cea2.c.29087	F55B11.4	WBGene00010086	
cea2.c.29343	H06H21.3	WBGene00019162	eif-1.A
cea2.c.31116	T12G3.8	WBGene00000270	bre-5
cea2.c.31382	T25B9.10	WBGene00012016	inpp-1
cea2.c.32327	Y67H2A.5	WBGene00013463	
cea2.c.32552	Y73B6BL.33	WBGene00022253	hrpf-2
cea2.c.34102	C24B5.4	WBGene00016046	
cea2.c.34212	C27H6.8	WBGene00007787	
cea2.c.35508	F25B4.2	WBGene00017766	peli-1
cea2.c.36787	F58E10.1	WBGene00010259	ric-7
cea2.c.37023	K03B4.2	WBGene00019354	
cea2.c.38698	T21C9.8	WBGene00011894	ttr-23
cea2.c.38944	T28H10.3	WBGene00012144	
cea2.c.40429	ZC412.3	WBGene00013884	
cea2.c.40569	ZK863.6	WBGene00001088	dpy-30
cea2.c.42514	C53C9.2	WBGene00016898	
cea2.c.42930	F08B12.4	WBGene00008572	
cea2.c.45204	F47B10.1	WBGene00009812	suca-1
cea2.c.45648	F53H8.2	WBGene00000195	arr-1
cea2.c.47582	T07D1.2	WBGene00020301	
cea2.c.47924	T14F9.3	WBGene00020509	hex-1
cea2.c.49420	Y111B2A.2	WBGene00013728	
cea2.c.50230	C16A3.9	WBGene00004482	rps-13
cea2.d.00966	C28G1.5	WBGene00016190	
cea2.d.01520	C47F8.4	WBGene00008160	glct-4
cea2.d.01697	C49C8.5	WBGene00016769	
cea2.d.02199	F11G11.10	WBGene00000606	col-17
cea2.d.02954	F31F4.7	WBGene00017959	ugt-42
cea2.d.04947	R12C12.8	WBGene00020028	
cea2.d.05607	T13F2.6	WBGene00011746	
cea2.d.06404	W10G11.15	WBGene00021145	clec-129
cea2.d.08488	B0222.6	WBGene00000717	col-144
cea2.d.10084	C02B8.7	WBGene00015325	
cea2.d.10251	C03A7.4	WBGene00004099	abu-15
cea2.d.11407	C08A9.6	WBGene00015586	
cea2.d.12964	C16C8.13	WBGene00015851	
cea2.d.13084	C17B7.3	WBGene00015877	
cea2.d.15513	C35B1.3	WBGene00016433	
cea2.d.20002	F11G11.8	WBGene00017386	nspd-5
cea2.d.21380	F20B6.6	WBGene00017630	
cea2.d.21476	F20E11.5	WBGene00008983	
cea2.d.22449	F28D1.4	WBGene00009214	thn-3
cea2.d.24012	F36G9.6	WBGene00005686	sru-23
cea2.d.25287	F42F12.1	WBGene00009634	nspc-9
cea2.d.26576	F46F5.6	WBGene00018497	
cea2.d.26835	F47D12.7	WBGene00018563	
cea2.d.28431	F54E2.6	WBGene00018826	srt-34
cea2.d.30149	F58A4.4	WBGene00004180	pri-1
cea2.d.31466	H27D07.3	WBGene00005890	srw-143
cea2.d.39995	T24A6.16	WBGene00020753	
cea2.d.40243	T25F10.1	WBGene00020805	
cea2.d.40877	W03B1.9	WBGene00020978	
cea2.d.43484	Y38H8A.3	WBGene00012637	
cea2.d.44466	Y48A6B.8	WBGene00012969	
cea2.d.44585	Y48G1BL.3	WBGene00004246	puf-10
cea2.d.45751	Y57A10A.20	WBGene00013261	sinh-1
cea2.d.45820	Y57G11C.21	WBGene00013316	
cea2.d.46775	Y73B3A.16	WBGene00022218	
cea2.d.47560	ZC204.14	WBGene00022564	
cea2.d.47680	ZC376.8	WBGene00013879	
cea2.d.49135	ZK402.1	WBGene00022728	
cea2.i.00199	C01H6.6	WBGene00007255	
cea2.i.00329	C09D1.2	WBGene00015631	clec-89
cea2.i.01151	C53D5.2	WBGene00016903	marc-4
cea2.i.01221	C55B7.12	WBGene00000483	che-1
cea2.i.01985	F26E4.12	WBGene00009165	gpx-1
cea2.i.02059	F28D9.2	WBGene00005517	sri-5
cea2.i.02892	F49D11.2	WBGene00018626	
cea2.i.02987	F55A12.6	WBGene00018865	
cea2.i.03820	K11D2.1	WBGene00010768	
cea2.i.03973	M01G12.7	WBGene00010821	
cea2.i.04710	T20F5.5	WBGene00020627	
cea2.i.04803	T23B3.3	WBGene00020711	rmd-5
cea2.i.05605	Y18D10A.3	WBGene00012476	
cea2.i.05694	Y26D4A.5	WBGene00012503	
cea2.i.06624	Y53F4B.24	WBGene00013170	
cea2.i.06668	Y54E10A.13	WBGene00021833	
cea2.i.07687	ZK858.2	WBGene00014116	
cea2.i.07800	AH6.2	WBGene00007080	sfxn-1.1
cea2.i.08729	C07E3.9	WBGene00007419	
cea2.i.08802	C08F1.1	WBGene00015606	math-2
cea2.i.09509	C27D6.10	WBGene00005066	srb-1
cea2.i.09582	C29F5.3	WBGene00016212	
cea2.i.10374	C56E6.4	WBGene00016972	
cea2.i.10461	D2089.2	WBGene00008433	marc-2
cea2.i.11227	F15A4.13	WBGene00008847	fbxb-102
cea2.i.11323	F16G10.4	WBGene00017519	hpo-25
cea2.i.11990	F35D11.9	WBGene00018049	clec-138
cea2.i.12120	F36H5.9	WBGene00018107	
cea2.i.12699	F46F5.12	WBGene00018503	
cea2.i.12790	F49C5.5	WBGene00009868	
cea2.i.13496	F59H6.1	WBGene00019132	bath-19
cea2.i.13590	K01A2.1	WBGene00019277	sgcb-1
cea2.i.14398	R05F9.11	WBGene00019894	
cea2.i.14492	R06B9.1	WBGene00011052	arrd-11
cea2.i.15162	T07H3.3	WBGene00020326	math-38
cea2.i.15251	T10D4.10	WBGene00005555	sri-43
cea2.i.16003	T27A1.5	WBGene00020837	slc-36.2
cea2.i.16120	W03H9.1	WBGene00012227	
cea2.i.16857	Y46D2A.1	WBGene00021589	
cea2.i.16974	Y48C3A.3	WBGene00012987	
cea2.i.17647	ZC204.10	WBGene00022560	fbxb-16
cea2.i.17718	ZC239.5	WBGene00022568	
cea2.i.18499	C02C2.4	WBGene00015333	slc-17.3
cea2.i.18585	C06E1.8	WBGene00015523	ztf-30
cea2.i.19293	F10E9.10	WBGene00017359	
cea2.i.19396	F26A1.11	WBGene00017809	clec-156
cea2.i.20590	R151.1	WBGene00020106	
cea2.i.21500	Y22D7AL.6	WBGene00021245	
cea2.i.21642	Y37B11A.1	WBGene00021343	cutl-23
cea2.i.22517	Y75B8A.33	WBGene00013563	
cea2.i.22578	Y82E9BL.6	WBGene00022323	
cea2.i.23211	C04C3.1	WBGene00015411	srz-60
cea2.i.23320	C06E4.6	WBGene00015535	
cea2.i.24028	C33D9.2	WBGene00007897	clec-182
cea2.i.24105	C34D4.12	WBGene00000888	cyn-12
cea2.i.24948	D1046.4	WBGene00008365	
cea2.i.25008	E04A4.2	WBGene00017117	fbxb-80
